v_x,v_y,yaw_rate(psi_dot),pitch(theta),roll(phi),steering(delta)
1.410865116,-0.022806843,-7.8425,-0.615688086,1.091308236,-0.481651376
1.384972914,-0.019050797,-8.2525,-0.615722299,1.092983127,-0.481651376
1.356538,-0.003911819,-8.45875,-0.648174703,1.138922334,-0.481651376
1.343838079,-0.00220613,-8.70375,-0.68480742,1.191357255,-0.481651376
1.317016918,0.001888335,-9.14625,-0.712108314,1.22025919,-0.481651376
1.33073232,-0.001679723,-9.69375,-0.771529019,1.220337272,-0.481651376
1.315042061,0.001316664,-9.94875,-0.816140115,1.229071498,-0.481651376
1.305324362,0.008555105,-10.72875,-0.865639091,1.212594986,-0.481651376
1.298022897,0.017776432,-11.2525,-0.869959116,1.238544822,-0.481651376
1.28975794,0.027131563,-11.69,-0.90390867,1.247795582,-0.481651376
1.277016496,0.031309788,-12.305,-0.931074023,1.294645429,-0.481651376
1.351055401,-0.008177186,-12.73625,-1.092628956,1.226560473,-0.481651376
1.349373287,-0.002277631,-13.2525,-1.08744359,1.269099951,-0.481651376
1.356416125,0.006915035,-13.69875,-1.085240126,1.283311248,-0.481651376
1.356203213,0.008776707,-14.24375,-1.097689271,1.332054734,-0.481651376
1.363803431,0.01737405,-14.7975,-1.090636373,1.349163532,-0.481651376
1.390602844,-0.005161364,-15.31875,-1.145050883,1.297485709,-0.481651376
1.39075367,-0.00809411,-16.2425,-1.168138385,1.24218452,-0.481651376
1.383900874,0.002209674,-16.65875,-1.188444853,1.187888741,-0.481651376
1.381236668,0.016131148,-17.45125,-1.219438314,1.151798725,-0.481651376
1.377766229,0.024000852,-18.2125,-1.245485187,1.195601106,-0.481651376
1.382532734,0.039877553,-18.84875,-1.268220544,1.218894601,-0.481651376
1.390617058,0.045732516,-19.08125,-1.283688664,1.25363791,-0.481651376
1.405217701,0.054627212,-19.34375,-1.302975774,1.215164185,-0.481651376
1.417454366,0.06859901,-19.57375,-1.336879015,1.202520132,-0.481651376
1.439476955,0.081983061,-19.6825,-1.346038818,1.144155383,-0.481651376
1.450445433,0.096915276,-20.05875,-1.35265696,1.111299276,-0.481651376
1.46657716,0.106206009,-20.10375,-1.361815095,1.093780994,-0.481651376
1.467238169,0.13073068,-20.30625,-1.397105336,1.162332416,-0.481651376
1.487695533,0.144130503,-20.25875,-1.439463139,1.221702695,-0.481651376
1.503075049,0.153093831,-20.76875,-1.468982577,1.221266031,-0.481651376
1.541810781,0.091787417,-20.8875,-1.539371014,1.084281921,-0.481651376
1.543765715,0.124312492,-20.7425,-1.625111341,1.084093928,-0.481651376
1.551436695,0.12966192,-20.6925,-1.666375875,1.086158156,-0.481651376
1.548563615,0.147154912,-20.86625,-1.711422563,1.048165202,-0.481651376
1.553346769,0.166302845,-20.71875,-1.782071471,1.036948085,-0.481651376
1.566160843,0.173638514,-21.1425,-1.818087578,0.981261432,-0.481651376
1.580129054,0.184400303,-21.3125,-1.838806391,0.934359789,-0.481651376
1.58193832,0.220980764,-20.8175,-1.964645624,0.896368325,-0.481651376
1.604617414,0.217114431,-21.9675,-2.02317977,0.837310612,-0.481651376
1.617570369,0.251453332,-21.2925,-2.05468297,0.827259362,-0.481651376
1.633551036,0.269290553,-21.7775,-2.152083874,0.815697074,-0.481651376
1.655464754,0.280062473,-21.88,-2.240912199,0.888670802,-0.481651376
1.683240817,0.314410153,-21.8375,-2.340928078,0.853791475,-0.481651376
1.708315983,0.308858869,-22.4425,-2.373537064,0.82606703,-0.481651376
1.671346263,0.028473363,-22.09625,-2.459449768,0.33128193,-0.481651376
1.673905356,0.035165341,-22.4575,-2.523298025,0.198567823,-0.481651376
1.673810043,0.036570479,-22.415,-2.606501102,0.021342125,-0.481651376
1.669876759,0.071728746,-22.16,-2.674321175,-0.104574449,-0.481651376
1.661169361,0.083608097,-22.10125,-2.716884851,-0.127044752,-0.481651376
1.651600464,0.114054014,-21.825,-2.764467478,-0.160510004,-0.481651376
1.656183801,0.102946923,-22.23375,-2.767630339,-0.239083588,-0.481651376
1.659678811,0.141511629,-21.66875,-2.78251791,-0.332407415,-0.481651376
1.664639803,0.154378123,-22.295,-2.765921116,-0.305888981,-0.481651376
1.668518991,0.180653815,-21.79625,-2.777148485,-0.255241632,-0.481651376
1.665788664,0.191360019,-21.81125,-2.80225563,-0.237100273,-0.481651376
1.661734206,0.206358789,-21.8325,-2.807997704,-0.29329887,-0.481651376
1.672845961,0.21973223,-21.87625,-2.746117592,-0.352372348,-0.481651376
1.695009152,0.244786056,-22.015,-2.674628019,-0.406209975,-0.481651376
1.698827313,0.262534314,-21.95,-2.638403416,-0.423124373,-0.481651376
1.678566009,0.281421282,-21.3175,-2.618283987,-0.4245193,-0.481651376
1.66767198,0.143929307,-21.745,-2.631088734,-0.665287197,-0.481651376
1.673255129,0.170422283,-21.38875,-2.617479801,-0.653497875,-0.481651376
1.693219818,0.168424231,-21.68875,-2.623612404,-0.736254871,-0.481651376
1.703503678,0.186658791,-21.74125,-2.615156651,-0.853685737,-0.481651376
1.694055708,0.203024778,-21.26875,-2.609023571,-0.940577388,-0.481651376
1.681780477,0.22860665,-21.21125,-2.662303925,-0.955332339,-0.481651376
1.68903577,0.232544335,-21.2,-2.630747318,-0.945640266,-0.481651376
1.695812893,0.259600966,-20.945,-2.6361835,-0.96748507,-0.481651376
1.705757702,0.25536494,-21.1575,-2.619349241,-1.047787666,-0.481651376
1.704954152,0.278393438,-20.99125,-2.602319956,-1.110449672,-0.481651376
1.711697924,0.30478462,-20.68875,-2.613626719,-1.093847871,-0.481651376
1.71917926,0.312468788,-20.79875,-2.58859539,-1.070986271,-0.481651376
1.719783758,0.323658585,-20.715,-2.579502583,-1.056111813,-0.481651376
1.718270121,0.341357363,-20.335,-2.611046076,-1.058622479,-0.481651376
1.56184879,0.022993239,-20.45875,-2.473374128,-1.493936181,-0.481651376
1.558314539,0.035847618,-20.12,-2.456010103,-1.569940567,-0.481651376
1.546973833,0.046190621,-20.20125,-2.423150778,-1.621354222,-0.481651376
1.52804178,0.063549954,-19.975,-2.372395277,-1.623328328,-0.481651376
1.517296858,0.07959152,-19.61375,-2.368045568,-1.611543775,-0.481651376
1.50856898,0.083917865,-19.8075,-2.329133272,-1.614528894,-0.481651376
1.50194966,0.01159031,-19.30125,-2.340596676,-1.794584036,-0.481651376
1.484804967,0.024292692,-19.1225,-2.29446435,-1.806384802,-0.481651376
1.4667833,0.037071646,-19.0225,-2.229939461,-1.749172449,-0.348853211
1.460420942,0.050710945,-18.4125,-2.174281597,-1.698235154,-0.147568807
1.455072906,0.057602373,-17.84375,-2.130567789,-1.672356725,-0.048853211
1.454856911,0.058607001,-17.2225,-2.073771,-1.682406425,-0.016422018
1.448326647,0.0746257,-16.2475,-1.998833895,-1.70077765,-9.17E-05
1.43812557,0.092573167,-15.2925,-1.976468801,-1.669458508,-9.17E-05
1.433645668,0.099504853,-14.715,-1.956627369,-1.645678759,-9.17E-05
1.427160144,0.112404465,-14.07,-1.908739328,-1.628598571,-9.17E-05
1.41749339,0.127025425,-13.31625,-1.887083292,-1.626234293,-9.17E-05
1.403048555,0.1386586,-12.8625,-1.851761818,-1.595908403,-9.17E-05
1.39320996,0.15001432,-12.21625,-1.820904732,-1.576416969,-9.17E-05
1.384016326,0.164701531,-11.68875,-1.782406688,-1.56150651,-9.17E-05
1.37161485,0.172628384,-11.24,-1.743143678,-1.562962532,-9.17E-05
1.33924196,0.131369423,-10.53,-1.705968738,-1.661695242,-9.17E-05
1.357867721,0.139328174,-10.36375,-1.634027481,-1.675508022,-9.17E-05
1.345876777,0.16041131,-9.5825,-1.604554892,-1.622243524,-9.17E-05
1.354123075,0.169430042,-9.31125,-1.55418694,-1.571383238,-9.17E-05
1.357893021,0.184252635,-8.52625,-1.490573287,-1.492517233,-9.17E-05
1.36561631,0.197001891,-8.2975,-1.49097383,-1.446559787,-9.17E-05
1.379282587,0.2005471,-7.9175,-1.432673216,-1.408656955,-9.17E-05
1.402437381,0.223182451,-7.37375,-1.416110873,-1.431136608,-9.17E-05
1.414382615,0.232475694,-7.34375,-1.365614533,-1.392862797,-9.17E-05
1.441788839,0.249628282,-6.875,-1.353095055,-1.365741968,-9.17E-05
1.448450416,0.257300187,-6.75125,-1.322549701,-1.327460885,-9.17E-05
1.472532459,0.271365237,-6.26,-1.286041141,-1.331151724,-9.17E-05
1.477908804,0.285162351,-5.8675,-1.257933259,-1.343429923,-0.078899083
1.492314212,0.302914822,-5.28625,-1.241823196,-1.349969029,-0.264862385
1.419193519,0.020058885,-5.5275,-1.180190921,-1.673268914,-0.336146789
1.415314611,0.029829519,-5.81625,-1.148941278,-1.633902073,-0.342522936
1.412950969,0.038718276,-6.09,-1.130250454,-1.64223063,-0.348853211
1.405995117,0.033443961,-6.99,-1.098186731,-1.667254567,-0.348853211
1.397744272,0.052827206,-7.07875,-1.088841438,-1.701191902,-0.368394495
1.431137756,-0.007180916,-7.4375,-1.189851642,-1.801971316,-0.375
1.425202219,-0.002052588,-7.8375,-1.180771589,-1.75770247,-0.375
1.422446885,0.005438943,-8.01125,-1.157504559,-1.7427634,-0.375
1.418229831,0.005182886,-8.7725,-1.109618664,-1.746026278,-0.375
1.416811165,0.013935982,-9.0575,-1.071794271,-1.749089122,-0.375
1.41317142,0.019476088,-9.55875,-1.043858528,-1.769474745,-0.375
1.415961572,-0.019049241,-9.97625,-1.026573896,-1.830549359,-0.375
1.412794025,-0.012754332,-10.57875,-0.994217694,-1.803081751,-0.375
1.404903491,-0.00703361,-11.07375,-0.947285473,-1.757263184,-0.375
1.396838562,0.0042673,-11.60375,-0.926588118,-1.720469356,-0.375
1.392049238,0.004984027,-12.23,-0.899003029,-1.70877862,-0.375
1.406995608,-0.032310189,-12.8075,-0.895318151,-1.782584429,-0.375
1.395994339,-0.018853771,-13.08625,-0.838296413,-1.764132977,-0.375
1.388409417,-0.014242633,-13.16625,-0.811923087,-1.73658514,-0.375
1.385369574,-0.016604855,-13.3775,-0.762631774,-1.752778053,-0.375
1.404934926,-0.03134398,-13.16375,-0.774623334,-1.819717526,-0.375
1.400661371,-0.019975392,-13.105,-0.736390769,-1.782029986,-0.375
1.385222384,-0.013950157,-13.21125,-0.692009032,-1.699363828,-0.375
1.382885147,-0.014237139,-13.06875,-0.637191117,-1.678926587,-0.317522936
1.366795997,-0.004817597,-12.9325,-0.620875359,-1.660097957,-0.305412844
1.38164038,-0.039095418,-12.44875,-0.644992769,-1.694277644,-0.216926606
1.378396731,-0.025951692,-11.93125,-0.655959129,-1.615324616,-9.17E-05
1.377505504,-0.028957169,-11.76875,-0.591722012,-1.567464113,-9.17E-05
1.37470249,-0.019121924,-11.15875,-0.529658496,-1.552639604,-9.17E-05
1.369210375,-0.014297587,-10.62375,-0.496394426,-1.536398649,-9.17E-05
1.378922629,-0.036571122,-10.2125,-0.498198777,-1.545382261,-9.17E-05
1.375925813,-0.026154998,-9.4425,-0.437343955,-1.50924921,0.010137615
1.374676033,-0.025399923,-9.0375,-0.414093435,-1.485623598,0.317522936
1.368948829,-0.012526308,-8.44,-0.40750435,-1.441569924,0.481651376
1.370394203,-0.004870872,-7.98875,-0.381841987,-1.408608913,0.481651376
1.389368122,-0.027367387,-7.535,-0.391978174,-1.444068432,0.481651376
1.389947479,-0.022975851,-7.28375,-0.352954954,-1.451609254,0.481651376
1.386646421,-0.010833873,-6.855,-0.328930438,-1.422440767,0.481651376
1.387235509,-0.006074505,-6.51,-0.307286084,-1.387265444,0.481651376
1.383428091,0.000401027,-6.06875,-0.311085075,-1.358053446,0.481651376
1.38489111,0.004911818,-5.795,-0.292817354,-1.345552325,0.481651376
1.397877487,-0.025878,-5.095,-0.294605762,-1.402679086,0.481651376
1.397536716,-0.022460607,-4.7725,-0.255269796,-1.352497458,0.481651376
1.403199118,-0.007499073,-4.0075,-0.242822364,-1.252117753,0.481651376
1.407054862,-0.004532906,-3.76375,-0.22242263,-1.139811039,0.481651376
1.425148885,-0.026889107,-3.2475,-0.255156964,-1.084123611,0.481651376
1.430715293,-0.018927187,-2.8075,-0.28257218,-0.98557651,0.481651376
1.438101175,-0.015904795,-2.66125,-0.283388674,-0.882798612,0.481651376
1.434947354,-0.004546644,-2.14,-0.286747038,-0.780402184,0.481651376
1.432069176,-0.004927051,-1.875,-0.296457112,-0.699811995,0.481651376
1.441965892,-0.019240154,-1.39625,-0.347205669,-0.677397311,0.481651376
1.437176831,-0.01815548,-1.02625,-0.374977618,-0.647036016,0.481651376
1.424884502,-0.016785321,-0.75875,-0.4158068,-0.646349728,0.481651376
1.418913926,-0.003538548,-0.19875,-0.463391483,-0.654459953,0.481651376
1.405623464,-0.004544965,0.3675,-0.491742134,-0.704984486,0.481651376
1.398738331,-0.003772919,0.59875,-0.535705864,-0.76966387,0.481651376
1.411650715,-0.016598875,1.4925,-0.623801947,-0.871063948,0.481651376
1.398902473,-0.011421878,1.70375,-0.63207978,-0.869194269,0.481651376
1.384565515,-0.001255835,2.27125,-0.663954377,-0.824719369,0.481651376
1.375269552,-0.001133929,2.43875,-0.702480972,-0.797776759,0.481651376
1.368846659,0.005237008,2.8575,-0.701628923,-0.779662549,0.481651376
1.389422317,-0.019748635,3.165,-0.772371829,-0.827364028,0.481651376
1.390740658,-0.011809533,3.5125,-0.789993346,-0.781701326,0.481651376
1.388771399,-0.006863602,3.92125,-0.755636096,-0.729169428,0.481651376
1.390560425,-0.000874524,4.3775,-0.762050807,-0.660253763,0.481651376
1.416411133,-0.021140529,4.93125,-0.81675905,-0.638483405,0.481651376
1.422541031,-0.013346888,5.51,-0.802224576,-0.577867746,0.481651376
1.427583634,-0.014316739,6.06875,-0.806184947,-0.517679632,0.481651376
1.435272878,-0.008005786,6.67,-0.805232525,-0.473952442,0.481651376
1.433760423,-0.00713916,7.06,-0.806838572,-0.435597241,0.481651376
1.454223369,-0.01890749,7.5275,-0.849944651,-0.410988927,0.481651376
1.445381185,-0.012432078,8.0125,-0.865279734,-0.375889987,0.481651376
1.442570346,-0.019874468,8.16625,-0.878797948,-0.367549956,0.481651376
1.434001,-0.009032831,8.88125,-0.844826698,-0.378027469,0.481651376
1.425446896,-0.006711647,8.98625,-0.839412153,-0.350403428,0.481651376
1.437633556,-0.026674861,9.38125,-0.920389831,-0.32609576,0.481651376
1.424877708,-0.021875691,10.08125,-0.917517364,-0.302639842,0.481651376
1.412546454,-0.028742438,10.36375,-0.925554335,-0.325559676,0.481651376
1.404857696,-0.020750803,10.9625,-0.906686068,-0.343852222,0.481651376
1.389817743,-0.016008734,11.6025,-0.883735955,-0.337873727,0.481651376
1.377084022,-0.025970704,11.7425,-0.936449349,-0.33432138,0.481651376
1.349077317,-0.017644379,12.47375,-0.951564491,-0.330624849,0.481651376
1.32117507,-0.018897879,12.38375,-0.962567091,-0.33387512,0.002477064
1.298397926,-0.016562286,12.0125,-0.961430311,-0.326261193,-9.17E-05
1.265117364,-0.020632119,11.32375,-0.966183901,-0.335880041,-9.17E-05
1.243295468,-0.022550981,10.98875,-0.967005253,-0.36684221,-9.17E-05
1.256053931,-0.028712508,10.29875,-1.011270523,-0.426087022,-9.17E-05
1.236594657,-0.024598044,9.84875,-0.99329716,-0.438272327,-9.17E-05
1.211291348,-0.024998287,9.17875,-1.000854254,-0.455278367,-9.17E-05
1.188638095,-0.026728485,8.42625,-1.032621861,-0.46286276,-9.17E-05
1.196196897,-0.027823856,7.96,-1.097030044,-0.500618279,-9.17E-05
1.175565502,-0.026892665,7.43875,-1.078572035,-0.54080832,-9.17E-05
1.154615545,-0.021942399,7.01625,-1.069477201,-0.562542677,-9.17E-05
1.129467328,-0.023109083,6.355,-1.062570333,-0.558593869,-9.17E-05
1.107501226,-0.024269965,5.94875,-1.089035153,-0.557260513,-9.17E-05
1.086232858,-0.023643767,5.76125,-1.091961265,-0.594304085,-9.17E-05
1.097488022,-0.040756542,5.25875,-1.147122145,-0.680222631,-0.078899083
1.074780666,-0.032397442,4.97875,-1.121979713,-0.712078154,-0.264862385
1.051417928,-0.028519811,4.4925,-1.09456265,-0.694520772,-0.270412844
1.02954519,-0.036638637,3.915,-1.082769871,-0.704203546,-0.101697248
1.00782085,-0.037416185,3.71875,-1.071029425,-0.776151538,-0.011284404
1.017123432,-0.040396407,3.035,-1.129541993,-0.856624365,-9.17E-05
1.000426411,-0.030479702,2.80625,-1.128839612,-0.887164652,-9.17E-05
0.97846176,-0.030328049,2.44375,-1.118228316,-0.90411067,-9.17E-05
0.958998545,-0.033159144,1.985,-1.117519259,-0.921800077,-9.17E-05
0.969347041,-0.034646608,1.71875,-1.167845249,-0.949648738,-9.17E-05
0.947347917,-0.031371296,1.5425,-1.151129961,-0.959239483,-9.17E-05
0.926895705,-0.030374509,1.18625,-1.139423728,-0.949831784,-9.17E-05
0.906984634,-0.024885224,1.02625,-1.126937509,-0.92655158,-9.17E-05
0.882456633,-0.027153242,0.72375,-1.125334978,-0.928984165,-9.17E-05
0.882705198,-0.026823822,0.3375,-1.173200965,-0.965498865,-9.17E-05
0.860236206,-0.022887542,0.06625,-1.164395571,-1.003484726,-9.17E-05
0.837891845,-0.017136367,-0.0725,-1.153157949,-0.995677412,-9.17E-05
0.81670989,-0.011789996,0.03125,-1.146097422,-0.979978323,-9.17E-05
0.797581914,-0.0132594,-0.13125,-1.129050732,-0.967661202,-9.17E-05
0.776647308,-0.009410716,-0.08625,-1.107385159,-0.963691175,-9.17E-05
0.785752373,-0.015597189,-0.06875,-1.15064764,-0.979361415,-9.17E-05
0.766818572,-0.010325717,-0.00125,-1.129225016,-0.950827539,-9.17E-05
0.744198362,-0.005171226,-0.02625,-1.105163336,-0.910123467,-9.17E-05
0.720018048,-0.006455407,-0.04,-1.095869303,-0.884381115,-9.17E-05
0.696253082,-0.009403302,-0.1725,-1.089056611,-0.897860825,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
0.716265611,-0.019395499,-0.14875,-1.145819187,-0.92888999,-9.17E-05
