v_x,v_y,yaw_rate,pitch,roll,steering
-0.0212965623413237,0.0142755700737288,-0.0999999999999999,-1.0585401058197,1.19448375701904,-9.1743119266055E-05
-0.0278981649007956,0.0183653511446476,-0.0874999999999999,-1.04627728462219,1.20417487621307,-9.1743119266055E-05
-0.0337614890535262,0.0211590886018252,-0.0624999999999999,-1.03395318984985,1.21274161338806,-9.1743119266055E-05
-0.0394175076989375,0.0244954662484858,-0.05,-1.0213897228241,1.21757483482361,-9.1743119266055E-05
-0.044851548129312,0.0301716165900364,0.0425,-1.00975835323334,1.22455644607544,-9.1743119266055E-05
-0.0231161252231336,0.0111515334446465,-0.14125,-1.0510379076004,1.19767677783966,-9.1743119266055E-05
-0.0274818160837571,0.0158742076516776,-0.04,-1.0410076379776,1.20170283317566,-9.1743119266055E-05
-0.0328369816174377,0.0172288513088065,-0.13625,-1.02909648418427,1.20879709720612,-9.1743119266055E-05
-0.0391761045294645,0.0231061190555001,-0.01875,-1.01929247379303,1.21593022346497,-9.1743119266055E-05
-0.0451234837779635,0.0230365051036123,-0.1525,-1.00514268875122,1.22095918655396,-9.1743119266055E-05
-0.022823153474615,0.0141920346206722,-0.0525,-1.05022513866425,1.20027267932892,-9.1743119266055E-05
-0.0283728219526193,0.0163654175664848,-0.0749999999999999,-1.0364294052124,1.20684087276459,-9.1743119266055E-05
-0.0332750027278768,0.0179461116135567,-0.1375,-1.02729642391205,1.21240818500519,-9.1743119266055E-05
-0.0393964877212547,0.0233811405782394,-0.0675,-1.01446866989136,1.21786940097809,-9.1743119266055E-05
-0.0454191851923411,0.0265428646741498,-0.06125,-1.00287997722626,1.22566056251526,-9.1743119266055E-05
-0.0234925330320713,0.0119443720318451,-0.0862499999999999,-1.0528222322464,1.19748592376709,-9.1743119266055E-05
-0.028036483522658,0.0155540799437832,-0.04,-1.04153180122375,1.20527541637421,-9.1743119266055E-05
-0.0336939159232148,0.0192767576153232,0.00624999999999999,-1.02903389930725,1.21245849132538,-9.1743119266055E-05
-0.0396938039268933,0.0194235210682874,-0.165,-1.01847147941589,1.21619200706482,-9.1743119266055E-05
-0.0461385003673503,0.0252471718766017,-0.0787499999999999,-1.00553584098816,1.22147750854492,-9.1743119266055E-05
-0.0233026374683999,0.0155194609578705,-0.06,-1.05124926567078,1.20304989814758,-9.1743119266055E-05
-0.0284328448065865,0.0182528959339524,-0.0712499999999999,-1.03902292251587,1.20732736587524,-9.1743119266055E-05
-0.033734615124244,0.0188246156838719,-0.1875,-1.02730739116669,1.21459913253784,-9.1743119266055E-05
-0.0400097553270274,0.0235222875588256,-0.12375,-1.01647484302521,1.22136080265045,-9.1743119266055E-05
-0.0466155823716748,0.0306013201030714,0.00874999999999999,-1.00510108470917,1.22783482074738,-9.1743119266055E-05
-0.0208135917512169,0.0154772583327935,-0.1225,-1.05662453174591,1.20424008369446,-9.1743119266055E-05
-0.0259202980959253,0.0215355269713157,0.01375,-1.04481160640717,1.21074771881104,-9.1743119266055E-05
-0.0316174401491854,0.0227504312372925,-0.0787499999999999,-1.03456449508667,1.21537399291992,-9.1743119266055E-05
-0.0375450732667776,0.0281529549707473,0.02625,-1.02384090423584,1.22189736366272,-9.1743119266055E-05
-0.0429371139640043,0.0300592739472339,-0.04875,-1.01076149940491,1.2283673286438,-9.1743119266055E-05
-0.0162150389328796,0.0139421346121479,-0.08,-1.04628789424896,1.19858586788178,-9.1743119266055E-05
-0.0198254020769158,0.0165282799170313,-0.0837499999999999,-1.03782451152802,1.2036806344986,-9.1743119266055E-05
-0.0197787384479442,0.0198462902907845,-0.0737499999999999,-1.01901233196259,1.20941591262817,-9.1743119266055E-05
-0.0218333687281693,0.023862303840286,-0.02625,-1.01271975040436,1.21590828895569,-9.1743119266055E-05
-0.0222481372801513,0.0271714490869201,-0.03375,-0.997364521026611,1.22284078598022,-9.1743119266055E-05
0.00528643710744953,0.0135208734935503,-0.09,-1.04566085338593,1.19838571548462,-9.1743119266055E-05
0.00651686054655866,0.0183620920662457,0.00375,-1.02939784526825,1.20443093776703,-9.1743119266055E-05
0.0069716046335406,0.0185493278291694,-0.1225,-1.02002358436584,1.20928847789764,-9.1743119266055E-05
0.00830326884914229,0.0231082046126295,-0.0837499999999999,-1.00640714168549,1.21667540073395,-9.1743119266055E-05
0.00934825780600494,0.0283857135474796,0,-0.995038151741028,1.22458028793335,-9.1743119266055E-05
0.0403141222755064,0.0104719415575667,-0.0849999999999999,-1.0414891242981,1.1947512626648,-9.1743119266055E-05
0.0410425314688549,0.012461854532456,-0.12,-1.03001856803894,1.19863533973694,-9.1743119266055E-05
0.0256307834577375,0.0165482646820593,-0.0862499999999999,-1.02704989910126,1.20323741436005,-9.1743119266055E-05
0.00684981110187907,0.0208602805461138,-0.03625,-1.01640617847443,1.20987010002136,-9.1743119266055E-05
-0.00580287991549361,0.0237226455900837,-0.05125,-1.00432348251343,1.21732401847839,-9.1743119266055E-05
0.0187360893381127,0.0147488561811969,-0.045,-1.04944181442261,1.19787311553955,-9.1743119266055E-05
0.029316955354664,0.0164661174869773,-0.11375,-1.03283894062042,1.20319616794586,-9.1743119266055E-05
0.0677374277785421,0.0186975843991958,-0.12875,-0.9925776720047,1.21040689945221,-9.1743119266055E-05
0.120300690701123,0.024042418620414,-0.0275,-0.951659917831421,1.22026526927948,-9.1743119266055E-05
0.170195316970596,0.0262118421849222,-0.06625,-0.925974488258362,1.2292914390564,-9.1743119266055E-05
0.216969395927564,0.0131218627929499,-0.0924999999999999,-0.981835842132568,1.2093414068222,-9.1743119266055E-05
0.238453321876627,0.0162304661611453,-0.0862499999999999,-0.978154361248016,1.21398138999939,-9.1743119266055E-05
0.245853254429181,0.0197243488283875,-0.0824999999999999,-0.990578532218933,1.21935987472534,-9.1743119266055E-05
0.253053257209154,0.0228028262676161,-0.0675,-0.973337233066559,1.22622644901276,-9.1743119266055E-05
0.279181777406098,0.0273071762089593,-0.03375,-0.964808106422424,1.23709738254547,-9.1743119266055E-05
0.306638802411766,0.0269306665256867,-0.1675,-0.945831060409546,1.24500203132629,-9.1743119266055E-05
0.385988407390716,0.0135937039473774,-0.06375,-0.994697093963623,1.21809661388397,-9.1743119266055E-05
0.425726468856172,0.0169029242544213,-0.1025,-0.989626526832581,1.2352648973465,-9.1743119266055E-05
0.475873722887366,0.0181052523300683,-0.0525,-0.975105464458466,1.2414253950119,-9.1743119266055E-05
0.528350263571313,0.0202579264088165,-0.0824999999999999,-0.972118079662323,1.24038672447205,-9.1743119266055E-05
0.614230173598316,-0.00378557548276698,-0.025,-1.01730442047119,1.18463850021362,-9.1743119266055E-05
0.660167037711411,-0.00209159403804933,-0.05,-1.00970959663391,1.18596947193146,-9.1743119266055E-05
0.700693213907197,0.00201389238586238,-0.055,-1.01936459541321,1.20362031459808,-9.1743119266055E-05
0.734888231267986,0.0043605553705884,-0.015,-1.01935195922852,1.23022639751434,-9.1743119266055E-05
0.773614195286555,0.00390107141015079,-0.06,-1.00881028175354,1.24416828155518,-9.1743119266055E-05
0.833863090539272,-0.00683848227302736,-0.03875,-1.05212223529816,1.22428894042969,-9.1743119266055E-05
0.870833573172103,-0.00380310060488287,0.03375,-1.02943408489227,1.23344135284424,-9.1743119266055E-05
0.90107725287017,-0.000925358627451283,0.0425,-1.00792992115021,1.2455540895462,-9.1743119266055E-05
0.931681510120432,0.00144309946234119,-0.00749999999999999,-0.989045560359955,1.26659727096558,-9.1743119266055E-05
0.963886688443785,0.00365492470228837,-0.10875,-0.972309768199921,1.29548513889313,-9.1743119266055E-05
1.01681865688184,-0.0152360777542659,-0.04625,-1.00699841976166,1.28115355968475,-9.1743119266055E-05
1.05129818444874,-0.0156516982967264,-0.1025,-0.977439284324646,1.29251050949097,-9.1743119266055E-05
1.0689501135335,-0.0122278522564497,-0.035,-0.961254835128784,1.28822302818298,-0.0441284403669725
1.09590500015686,-0.0125714862470272,-0.2575,-0.935870587825775,1.27233278751373,-0.361834862385321
1.10103782240612,-0.00849226638383827,-0.61875,-0.930971205234528,1.27094972133636,-0.395229357798165
